content_id,avg_polarity,review_count,pct_positive,pct_neutral,pct_negative,avg_subjectivity,avg_acting_score,avg_plot_score,avg_visual_score
M0094721,0.387,5,60.0,20.0,20.0,0.658,0.1,0.361,0.0
M0094737,0.237,5,40.0,60.0,0.0,0.661,0.234,0.234,0.0
M0094761,0.027,5,40.0,40.0,20.0,0.563,0.108,0.108,0.0
M0094812,0.163,5,40.0,60.0,0.0,0.432,0.14,0.24,0.0
M0094862,0.241,5,40.0,40.0,20.0,0.655,0.113,0.263,0.0
M0094889,-0.137,5,20.0,60.0,20.0,0.543,0.008,-0.09,0.0
M0094894,0.114,5,20.0,80.0,0.0,0.481,0.023,0.146,0.123
M0094898,-0.327,5,0.0,60.0,40.0,0.613,0.004,-0.143,0.0
M0094947,0.459,5,80.0,20.0,0.0,0.649,0.241,0.354,0.0
M0094963,-0.12,5,20.0,40.0,40.0,0.573,-0.076,0.047,0.123
M0094964,0.131,5,40.0,20.0,40.0,0.578,0.013,0.167,0.0
M0095016,0.422,5,80.0,20.0,0.0,0.646,0.268,0.34,0.0
M0095031,0.108,5,40.0,60.0,0.0,0.431,0.078,0.017,0.0
M0095159,0.592,5,100.0,0.0,0.0,0.597,0.124,0.351,0.194
M0095174,0.195,5,40.0,60.0,0.0,0.565,0.111,0.141,0.217
M0095179,-0.2,5,20.0,40.0,40.0,0.606,-0.007,-0.247,0.093
M0095250,0.359,5,60.0,40.0,0.0,0.557,0.107,0.23,0.093
M0095253,0.39,5,60.0,40.0,0.0,0.646,0.1,0.335,0.123
M0095271,-0.041,5,40.0,20.0,40.0,0.618,0.13,0.1,0.0
M0095294,0.179,5,60.0,40.0,0.0,0.517,0.13,0.0,0.093
M0095327,0.582,5,100.0,0.0,0.0,0.579,0.03,0.462,0.131
M0095444,-0.264,5,0.0,60.0,40.0,0.592,0.0,-0.147,0.0
M0095467,0.056,5,40.0,40.0,20.0,0.614,0.004,0.096,0.123
M0095468,0.386,5,60.0,20.0,20.0,0.6,0.107,0.287,0.217
M0095497,0.542,5,80.0,20.0,0.0,0.626,0.078,0.362,0.179
M0095519,0.194,5,60.0,20.0,20.0,0.618,0.238,-0.094,0.187
M0095583,-0.11,5,20.0,40.0,40.0,0.594,0.015,0.064,0.123
M0095631,0.418,5,60.0,40.0,0.0,0.643,0.093,0.273,0.217
M0095647,0.258,5,40.0,60.0,0.0,0.507,0.22,0.127,0.093
M0095675,0.194,5,40.0,40.0,20.0,0.534,0.1,0.178,0.0
M0095690,-0.122,5,0.0,80.0,20.0,0.417,0.013,-0.085,0.0
M0095705,0.146,5,60.0,20.0,20.0,0.598,0.034,0.107,0.101
M0095742,-0.125,5,20.0,40.0,40.0,0.67,0.117,0.117,0.0
M0095765,0.417,5,80.0,20.0,0.0,0.524,0.123,0.25,0.093
M0095776,0.267,5,60.0,0.0,40.0,0.592,0.047,0.261,-0.053
M0095882,-0.541,5,0.0,20.0,80.0,0.547,-0.3,-0.447,0.0
M0095897,0.027,5,40.0,20.0,40.0,0.628,0.154,0.154,0.0
M0095925,0.202,5,40.0,60.0,0.0,0.55,0.082,0.104,0.078
M0095953,0.472,5,80.0,20.0,0.0,0.668,0.3,0.237,0.31
M0095956,-0.016,5,20.0,60.0,20.0,0.554,0.0,0.003,0.0
M0095963,-0.135,5,20.0,40.0,40.0,0.529,-0.057,-0.054,0.0
M0096061,0.282,5,40.0,60.0,0.0,0.499,0.031,0.281,0.101
M0096071,0.089,5,40.0,40.0,20.0,0.558,0.0,0.003,0.101
M0096163,0.232,5,60.0,20.0,20.0,0.54,0.108,0.15,0.078
M0096256,0.416,5,80.0,20.0,0.0,0.673,0.213,0.363,0.0
M0096257,0.38,5,80.0,20.0,0.0,0.504,0.133,0.36,0.0
M0096283,0.145,5,20.0,80.0,0.0,0.612,0.013,0.137,0.249
M0096288,0.728,5,100.0,0.0,0.0,0.692,0.093,0.512,0.194
M0096320,-0.031,5,60.0,0.0,40.0,0.614,0.13,-0.045,0.0
M0096332,0.136,5,40.0,40.0,20.0,0.703,0.13,0.133,0.101
M0096438,0.521,5,100.0,0.0,0.0,0.626,0.193,0.35,0.158
M0096446,-0.018,5,40.0,20.0,40.0,0.716,0.0,-0.02,0.123
M0096454,0.323,5,60.0,40.0,0.0,0.551,0.265,0.0,0.265
M0096463,0.278,5,40.0,60.0,0.0,0.614,0.097,0.154,0.093
M0096487,0.276,5,40.0,60.0,0.0,0.456,0.108,0.116,0.194
M0096734,0.301,5,60.0,20.0,20.0,0.613,0.0,0.35,0.0
M0096754,0.288,5,60.0,40.0,0.0,0.568,0.134,0.215,0.0
M0096764,0.302,5,60.0,40.0,0.0,0.548,0.258,0.117,0.093
M0096794,-0.185,5,40.0,0.0,60.0,0.648,0.093,-0.098,0.093
M0096874,0.297,5,60.0,40.0,0.0,0.508,0.117,0.285,0.101
M0096895,0.399,5,80.0,0.0,20.0,0.738,0.0,0.465,0.123
M0096928,-0.036,5,20.0,60.0,20.0,0.395,0.021,0.021,0.0
M0096933,0.046,5,20.0,60.0,20.0,0.589,0.004,0.154,0.0
M0096969,0.424,5,80.0,20.0,0.0,0.53,0.064,0.238,0.123
M0097027,0.104,5,20.0,80.0,0.0,0.538,0.097,0.004,0.093
M0097108,0.497,5,80.0,20.0,0.0,0.73,0.117,0.497,0.0
M0097123,0.45,5,80.0,0.0,20.0,0.604,0.28,0.111,0.28
M0097162,0.29,5,60.0,40.0,0.0,0.599,0.187,0.24,0.0
M0097165,0.139,5,60.0,0.0,40.0,0.718,0.127,0.35,0.123
M0097216,0.445,5,80.0,20.0,0.0,0.517,0.231,0.125,0.187
M0097223,0.417,5,100.0,0.0,0.0,0.67,0.243,0.393,0.0
M0097239,0.553,5,80.0,20.0,0.0,0.602,0.107,0.375,0.194
M0097351,0.032,5,20.0,60.0,20.0,0.533,0.017,0.141,0.123
M0097366,0.235,5,40.0,60.0,0.0,0.622,0.213,0.134,0.078
M0097388,-0.28,5,20.0,20.0,60.0,0.593,-0.087,-0.061,0.123
M0097428,0.181,5,40.0,60.0,0.0,0.44,0.123,0.13,0.093
M0097441,0.509,5,100.0,0.0,0.0,0.612,0.216,0.15,0.093
M0097474,-0.329,5,0.0,60.0,40.0,0.666,0.0,-0.245,0.0
M0097493,0.154,5,60.0,20.0,20.0,0.628,0.185,0.1,0.0
M0097523,0.125,5,60.0,0.0,40.0,0.634,0.22,-0.02,0.093
M0097576,0.301,5,60.0,40.0,0.0,0.601,0.104,0.354,0.0
M0097647,-0.073,5,40.0,20.0,40.0,0.548,0.045,-0.076,0.093
M0097659,0.031,5,40.0,40.0,20.0,0.49,0.112,-0.061,0.093
M0097733,0.534,5,100.0,0.0,0.0,0.621,0.134,0.33,0.093
M0097737,0.35,5,60.0,20.0,20.0,0.728,0.127,0.4,0.123
M0097742,-0.037,5,20.0,40.0,40.0,0.515,0.004,0.127,0.123
M0097757,0.114,5,40.0,40.0,20.0,0.552,0.097,0.084,0.093
M0097770,-0.221,5,0.0,80.0,20.0,0.556,0.013,-0.133,0.0
M0097778,0.051,5,40.0,20.0,40.0,0.708,0.153,0.153,0.0
M0097814,0.238,5,40.0,60.0,0.0,0.429,0.043,0.137,0.229
M0097815,0.178,5,40.0,60.0,0.0,0.489,0.217,0.031,0.187
M0097889,0.111,5,60.0,20.0,20.0,0.564,0.104,0.068,0.0
M0097904,0.029,5,40.0,20.0,40.0,0.513,0.093,0.002,0.093
M0097937,0.679,5,100.0,0.0,0.0,0.759,0.127,0.601,0.224
M0097940,0.173,5,40.0,60.0,0.0,0.537,0.157,0.127,0.0
M0097958,0.679,5,100.0,0.0,0.0,0.733,0.3,0.375,0.187
M0097981,-0.516,5,20.0,0.0,80.0,0.544,0.0,-0.047,0.0
M0098067,-0.113,5,20.0,60.0,20.0,0.561,0.043,-0.133,0.0
M0098084,-0.047,5,20.0,60.0,20.0,0.556,0.021,0.046,0.123
M0098206,0.358,5,60.0,40.0,0.0,0.489,0.058,0.303,0.123
M0098253,0.173,5,60.0,20.0,20.0,0.607,0.123,0.003,0.093
M0098258,0.375,5,80.0,20.0,0.0,0.528,0.235,0.07,0.187
M0098273,0.295,5,60.0,40.0,0.0,0.592,0.207,0.213,0.093
M0098282,0.051,5,20.0,80.0,0.0,0.479,0.008,0.074,0.0
M0098327,-0.001,5,20.0,60.0,20.0,0.589,0.017,0.117,0.0
M0098354,0.014,5,20.0,60.0,20.0,0.509,0.004,0.004,0.0
M0098382,-0.466,5,0.0,20.0,80.0,0.61,0.0,-0.221,0.0
M0098384,0.686,5,100.0,0.0,0.0,0.768,0.127,0.65,0.123
M0098439,0.157,5,60.0,40.0,0.0,0.427,0.108,0.015,0.093
M0098532,0.588,5,80.0,20.0,0.0,0.705,0.097,0.427,0.217
M0098536,-0.034,5,0.0,80.0,20.0,0.538,0.004,0.004,0.0
M0098554,0.22,5,40.0,60.0,0.0,0.712,0.217,0.217,0.0
M0098621,0.052,5,20.0,40.0,40.0,0.603,0.0,0.123,0.123
M0098627,0.147,5,40.0,60.0,0.0,0.408,0.17,0.14,0.0
M0098635,0.223,5,40.0,60.0,0.0,0.637,0.123,0.0,0.093
M0098724,0.017,5,40.0,40.0,20.0,0.542,0.061,0.013,0.0
M0099052,0.111,5,40.0,40.0,20.0,0.577,0.043,0.163,0.0
M0099077,0.456,5,100.0,0.0,0.0,0.58,0.202,0.18,0.172
M0099088,0.405,5,80.0,0.0,20.0,0.591,0.131,0.35,0.0
M0099141,-0.4,5,0.0,40.0,60.0,0.539,0.004,0.004,0.0
M0099253,-0.033,5,20.0,60.0,20.0,0.607,0.017,0.043,0.123
M0099329,-0.317,5,0.0,60.0,40.0,0.481,-0.089,-0.089,0.0
M0099348,0.409,5,80.0,20.0,0.0,0.585,0.257,0.167,0.157
M0099365,-0.147,5,20.0,40.0,40.0,0.559,0.024,0.024,0.0
M0099371,-0.027,5,40.0,20.0,40.0,0.498,0.142,-0.132,0.093
M0099422,-0.012,5,60.0,20.0,20.0,0.557,0.028,0.033,0.0
M0099423,0.375,5,60.0,40.0,0.0,0.527,0.03,0.403,0.123
M0099472,0.044,5,20.0,60.0,20.0,0.451,0.0,0.0,0.173
M0099487,0.372,5,80.0,20.0,0.0,0.678,0.1,0.403,0.123
M0099528,-0.356,5,20.0,20.0,60.0,0.671,0.093,-0.391,0.093
M0099582,-0.07,5,20.0,40.0,40.0,0.722,0.0,0.052,0.0
M0099653,0.234,5,60.0,40.0,0.0,0.597,0.13,0.277,0.0
M0099674,0.338,5,80.0,20.0,0.0,0.64,0.078,0.303,0.202
M0099685,0.604,5,100.0,0.0,0.0,0.641,0.187,0.361,0.187
M0099700,0.262,5,40.0,60.0,0.0,0.551,0.117,0.228,0.0
M0099763,0.167,5,60.0,20.0,20.0,0.564,0.141,0.067,0.093
M0099785,0.278,5,60.0,40.0,0.0,0.536,0.004,0.216,0.101
M0099810,0.416,5,60.0,40.0,0.0,0.656,0.004,0.378,0.224
M0099818,0.143,5,20.0,80.0,0.0,0.59,0.013,0.163,0.0
M0099850,0.15,5,40.0,40.0,20.0,0.608,0.093,0.111,0.093
M0099871,0.378,5,60.0,20.0,20.0,0.677,0.0,0.397,0.247
M0099938,0.204,5,40.0,60.0,0.0,0.517,0.127,0.207,0.0
M0099939,0.117,5,20.0,80.0,0.0,0.503,0.03,0.0,0.0
M0100024,0.324,5,80.0,0.0,20.0,0.692,0.193,0.33,0.093
M0100029,-0.104,5,0.0,80.0,20.0,0.448,0.015,0.015,0.0
M0100054,0.049,5,20.0,80.0,0.0,0.546,0.105,0.011,0.093
M0100112,0.478,5,80.0,20.0,0.0,0.667,0.093,0.373,0.217
M0100114,-0.197,5,20.0,40.0,40.0,0.408,-0.033,-0.061,0.0
M0100133,0.352,5,80.0,20.0,0.0,0.602,0.128,0.323,0.123
M0100140,0.165,5,40.0,60.0,0.0,0.565,0.017,0.241,0.123
M0100150,0.502,5,100.0,0.0,0.0,0.735,0.25,0.33,0.217
M0100157,0.357,5,60.0,20.0,20.0,0.599,0.193,0.223,0.217
M0100234,0.227,5,80.0,0.0,20.0,0.608,0.047,0.28,0.0
M0100258,0.14,5,60.0,20.0,20.0,0.694,0.113,0.139,0.123
M0100260,-0.165,5,20.0,40.0,40.0,0.54,0.042,0.0,0.0
M0100263,0.171,5,40.0,60.0,0.0,0.356,0.043,0.082,0.0
M0100318,0.178,5,40.0,60.0,0.0,0.577,0.143,0.113,0.0
M0100332,0.386,5,80.0,20.0,0.0,0.487,0.051,0.238,0.123
M0100395,0.354,5,60.0,40.0,0.0,0.71,0.03,0.247,0.247
M0100403,-0.11,5,20.0,40.0,40.0,0.477,0.015,0.018,0.0
M0100404,0.322,5,60.0,40.0,0.0,0.552,0.047,0.291,0.123
M0100405,0.322,5,60.0,40.0,0.0,0.54,0.122,0.163,0.078
M0100419,-0.455,5,0.0,20.0,80.0,0.598,0.004,-0.241,0.0
M0100485,0.018,5,20.0,60.0,20.0,0.552,0.008,0.131,0.123
M0100502,0.066,5,60.0,20.0,20.0,0.476,0.121,0.095,0.078
M0100507,-0.247,5,20.0,20.0,60.0,0.6,0.004,0.082,0.0
M0100758,0.465,5,80.0,20.0,0.0,0.54,0.093,0.312,0.194
M0100802,0.322,5,60.0,40.0,0.0,0.512,0.043,0.265,0.0
M0100814,0.449,5,80.0,20.0,0.0,0.623,0.004,0.404,0.0
M0100935,0.396,5,60.0,20.0,20.0,0.737,0.113,0.413,0.0
M0100944,0.231,5,60.0,20.0,20.0,0.565,0.034,0.304,0.0
M0100994,0.414,5,80.0,0.0,20.0,0.654,0.221,0.25,0.093
M0100998,0.361,5,60.0,40.0,0.0,0.561,0.078,0.25,0.078
M0101026,0.246,5,40.0,60.0,0.0,0.619,0.121,0.271,0.0
M0101258,0.49,5,80.0,20.0,0.0,0.601,0.185,0.248,0.295
M0101272,0.287,5,60.0,20.0,20.0,0.617,0.107,0.163,0.093
M0101318,0.355,5,80.0,20.0,0.0,0.472,0.262,0.013,0.187
M0101393,0.213,5,80.0,0.0,20.0,0.636,0.0,0.304,0.224
M0101410,0.458,5,80.0,20.0,0.0,0.538,0.137,0.275,0.093
M0101414,0.54,5,100.0,0.0,0.0,0.624,0.146,0.273,0.269
M0101428,0.439,5,80.0,20.0,0.0,0.661,0.154,0.26,0.34
M0101452,-0.119,5,20.0,60.0,20.0,0.582,-0.092,-0.012,0.0
M0101507,0.416,5,80.0,0.0,20.0,0.804,0.32,0.203,0.217
M0101516,0.015,5,40.0,40.0,20.0,0.573,0.204,-0.129,0.187
M0101540,0.239,5,60.0,40.0,0.0,0.556,0.138,0.188,0.0
M0101587,-0.01,5,20.0,40.0,40.0,0.523,0.013,0.163,0.0
M0101605,0.367,5,80.0,20.0,0.0,0.658,0.1,0.347,0.0
M0101640,0.398,5,80.0,20.0,0.0,0.589,0.138,0.123,0.217
M0101700,-0.349,5,20.0,0.0,80.0,0.607,0.0,-0.096,0.0
M0101757,0.263,5,60.0,40.0,0.0,0.601,0.107,0.137,0.217
M0101761,0.415,5,60.0,20.0,20.0,0.717,0.0,0.397,0.247
M0101764,-0.258,5,20.0,20.0,60.0,0.494,0.0,-0.047,0.0
M0101765,0.495,5,100.0,0.0,0.0,0.603,0.223,0.25,0.093
M0101862,0.576,5,80.0,20.0,0.0,0.644,0.14,0.453,0.202
M0101889,0.314,5,60.0,40.0,0.0,0.46,0.078,0.178,0.078
M0101912,0.328,5,60.0,40.0,0.0,0.652,0.113,0.343,0.0
M0101917,-0.558,5,0.0,20.0,80.0,0.666,0.004,-0.339,0.0
M0101921,0.314,5,60.0,40.0,0.0,0.6,0.117,0.347,0.0
M0102015,0.438,5,80.0,20.0,0.0,0.573,0.207,0.258,0.093
M0102057,0.125,5,60.0,20.0,20.0,0.569,0.078,0.053,0.078
M0102059,-0.002,5,40.0,40.0,20.0,0.443,0.036,-0.057,0.093
M0102070,-0.171,5,20.0,40.0,40.0,0.584,0.108,-0.132,0.093
M0102138,0.242,5,80.0,0.0,20.0,0.559,0.131,0.202,0.0
M0102266,0.054,5,20.0,80.0,0.0,0.477,0.0,0.1,0.0
M0102293,0.179,5,60.0,20.0,20.0,0.552,0.125,0.115,0.093
M0102492,0.343,5,80.0,20.0,0.0,0.532,0.157,0.154,0.093
M0102494,-0.014,5,20.0,60.0,20.0,0.561,0.004,0.127,0.123
M0102510,-0.042,5,0.0,80.0,20.0,0.42,0.017,0.017,0.0
M0102511,0.142,5,20.0,80.0,0.0,0.579,0.017,0.167,0.0
M0102526,0.238,5,40.0,60.0,0.0,0.507,0.034,0.15,0.0
M0102536,0.427,5,80.0,20.0,0.0,0.544,0.081,0.313,0.0
M0102587,0.282,5,60.0,40.0,0.0,0.55,0.214,0.127,0.214
M0102603,-0.248,5,0.0,40.0,60.0,0.491,0.013,-0.133,0.0
M0102685,0.595,5,100.0,0.0,0.0,0.707,0.372,0.3,0.172
M0102768,0.051,5,60.0,20.0,20.0,0.533,0.153,0.0,0.093
M0102798,0.246,5,60.0,40.0,0.0,0.422,0.18,0.019,0.093
M0102803,0.098,5,40.0,20.0,40.0,0.565,0.142,0.1,0.0
M0102926,0.415,5,80.0,20.0,0.0,0.663,0.208,0.123,0.295
M0102943,-0.218,5,20.0,40.0,40.0,0.589,-0.063,-0.198,0.0
M0102945,0.118,5,40.0,40.0,20.0,0.614,0.191,0.004,0.187
M0102975,0.179,5,40.0,60.0,0.0,0.542,0.176,0.004,0.172
M0103060,0.094,5,40.0,40.0,20.0,0.615,0.004,0.227,0.123
M0103064,0.501,5,80.0,20.0,0.0,0.633,0.259,0.328,0.0
M0103074,0.185,5,60.0,20.0,20.0,0.588,0.037,0.188,0.123
M0103241,0.353,5,80.0,20.0,0.0,0.534,0.245,0.1,0.078
M0103639,0.574,5,100.0,0.0,0.0,0.653,0.03,0.523,0.153
M0103644,0.074,5,20.0,60.0,20.0,0.423,0.019,0.13,0.0
M0103759,0.222,5,60.0,20.0,20.0,0.616,-0.007,0.128,0.093
M0103767,0.622,5,100.0,0.0,0.0,0.811,0.213,0.538,0.224
M0103772,0.176,5,60.0,40.0,0.0,0.488,0.064,0.084,0.0
M0103776,0.041,5,20.0,60.0,20.0,0.489,0.015,0.116,0.101
M0103855,0.058,5,40.0,40.0,20.0,0.578,-0.096,0.054,0.0
M0103859,-0.068,5,20.0,60.0,20.0,0.516,0.047,0.0,0.0
M0103873,0.417,5,60.0,40.0,0.0,0.616,0.017,0.391,0.224
M0103874,0.109,5,20.0,80.0,0.0,0.495,0.111,0.017,0.093
M0103893,-0.31,5,0.0,60.0,40.0,0.427,0.023,0.023,0.0
M0103905,0.222,5,60.0,20.0,20.0,0.519,0.124,0.1,0.093
M0103919,-0.228,5,20.0,40.0,40.0,0.594,-0.2,-0.2,0.0
M0103939,0.278,5,40.0,60.0,0.0,0.6,0.004,0.304,0.0
M0103956,-0.278,5,0.0,60.0,40.0,0.677,-0.1,-0.198,0.0
M0104029,-0.033,5,20.0,60.0,20.0,0.607,0.017,0.043,0.123
M0104036,0.235,5,60.0,40.0,0.0,0.553,0.13,0.1,0.0
M0104070,0.136,5,40.0,40.0,20.0,0.66,0.121,0.222,0.101
M0104187,0.132,5,40.0,60.0,0.0,0.525,0.117,0.117,0.0
M0104231,0.334,5,60.0,40.0,0.0,0.565,0.312,0.14,0.172
M0104237,-0.123,5,0.0,80.0,20.0,0.406,0.017,-0.081,0.0
M0104257,0.347,5,60.0,40.0,0.0,0.685,0.191,0.127,0.31
M0104348,0.412,5,60.0,40.0,0.0,0.562,0.22,0.277,0.093
M0104389,0.142,5,40.0,60.0,0.0,0.58,0.108,0.172,0.0
M0104409,-0.359,5,0.0,40.0,60.0,0.523,-0.1,-0.1,0.0
M0104427,-0.039,5,40.0,20.0,40.0,0.496,-0.059,-0.018,0.0
M0104431,0.213,5,60.0,20.0,20.0,0.524,0.03,0.15,0.0
M0104454,0.206,5,40.0,60.0,0.0,0.472,0.234,0.14,0.093
M0104466,0.166,5,60.0,20.0,20.0,0.562,0.061,0.117,0.0
M0104573,0.14,5,20.0,80.0,0.0,0.439,0.034,0.184,0.0
M0104652,0.391,5,80.0,20.0,0.0,0.685,0.223,0.223,0.282
M0104684,0.324,5,60.0,40.0,0.0,0.552,0.121,0.15,0.093
M0104691,0.26,5,60.0,40.0,0.0,0.681,0.224,0.21,0.093
M0104692,-0.283,5,20.0,0.0,80.0,0.632,0.0,-0.098,0.0
M0104694,0.283,5,60.0,40.0,0.0,0.576,0.104,0.215,0.0
M0104714,-0.136,5,40.0,0.0,60.0,0.591,0.0,0.201,0.101
M0104756,0.355,5,60.0,40.0,0.0,0.475,0.135,0.215,0.0
M0104779,0.127,5,20.0,80.0,0.0,0.485,0.017,0.118,0.101
M0104797,0.493,5,80.0,20.0,0.0,0.537,0.043,0.413,0.0
M0104815,0.282,5,60.0,20.0,20.0,0.678,0.115,0.338,0.123
M0104868,0.451,5,80.0,20.0,0.0,0.634,0.0,0.453,0.123
M0104940,0.425,5,60.0,40.0,0.0,0.703,0.1,0.4,0.0
M0104952,0.357,5,60.0,40.0,0.0,0.63,0.197,0.254,0.093
M0105046,0.002,5,20.0,80.0,0.0,0.454,0.035,0.004,0.0
M0105104,-0.158,5,0.0,60.0,40.0,0.462,0.019,0.019,0.0
M0105112,0.13,5,20.0,80.0,0.0,0.455,0.112,0.019,0.093
M0105121,-0.037,5,20.0,60.0,20.0,0.484,0.013,-0.022,0.0
M0105128,-0.228,5,0.0,60.0,40.0,0.406,-0.187,-0.187,0.0
M0105151,0.554,5,100.0,0.0,0.0,0.662,0.168,0.373,0.123
M0105236,0.183,5,80.0,0.0,20.0,0.611,0.18,0.193,0.0
M0105265,0.367,5,60.0,40.0,0.0,0.652,0.113,0.363,0.0
M0105275,0.171,5,40.0,60.0,0.0,0.501,0.1,0.1,0.0
M0105323,0.345,5,80.0,0.0,20.0,0.659,0.03,0.238,0.123
M0105327,0.069,5,60.0,0.0,40.0,0.769,0.32,-0.018,0.093
M0105414,-0.013,5,20.0,80.0,0.0,0.513,0.004,0.004,0.0
M0105415,-0.03,5,20.0,20.0,60.0,0.496,-0.1,0.023,0.123
M0105417,0.469,5,100.0,0.0,0.0,0.541,0.06,0.335,0.123
M0105428,-0.374,5,0.0,40.0,60.0,0.527,-0.073,-0.171,0.0
M0105435,-0.051,5,20.0,60.0,20.0,0.586,0.041,0.004,0.0
M0105488,0.378,5,60.0,40.0,0.0,0.572,0.152,0.258,0.0
M0105629,0.038,5,40.0,40.0,20.0,0.539,-0.07,0.0,0.0
M0105665,0.23,5,60.0,40.0,0.0,0.5,0.093,0.0,0.093
M0105690,-0.128,5,20.0,60.0,20.0,0.357,0.034,0.034,0.0
M0105695,-0.066,5,40.0,0.0,60.0,0.632,-0.1,0.117,0.0
M0105698,-0.134,5,20.0,60.0,20.0,0.414,-0.057,-0.057,0.0
M0105793,0.376,5,80.0,20.0,0.0,0.547,0.13,0.397,0.0
M0105812,0.185,5,20.0,80.0,0.0,0.586,0.013,0.163,0.0
M0106220,0.349,5,60.0,40.0,0.0,0.678,0.113,0.337,0.123
M0106226,0.141,5,60.0,0.0,40.0,0.668,0.093,0.111,0.093
M0106246,0.166,5,40.0,60.0,0.0,0.581,0.086,0.108,0.078
M0106307,0.103,5,40.0,40.0,20.0,0.519,0.074,0.079,0.0
M0106308,0.357,5,60.0,40.0,0.0,0.672,0.0,0.353,0.123
M0106332,0.559,5,100.0,0.0,0.0,0.708,0.25,0.377,0.093
M0106364,0.467,5,80.0,20.0,0.0,0.586,0.0,0.361,0.099
M0106387,-0.035,5,40.0,40.0,20.0,0.569,0.107,-0.133,0.093
M0106452,0.229,5,40.0,60.0,0.0,0.541,0.12,0.128,0.194
M0106469,0.384,5,80.0,20.0,0.0,0.614,0.147,0.29,0.123
M0106489,0.088,5,20.0,80.0,0.0,0.554,0.021,0.144,0.123
M0106519,0.407,5,60.0,40.0,0.0,0.707,0.093,0.273,0.217
M0106582,-0.023,5,40.0,40.0,20.0,0.458,0.035,0.008,0.0
M0106598,0.359,5,60.0,40.0,0.0,0.706,0.127,0.277,0.0
M0106611,0.175,5,40.0,60.0,0.0,0.637,0.093,0.08,0.093
M0106627,0.406,5,60.0,40.0,0.0,0.656,0.108,0.381,0.123
M0106664,-0.403,5,0.0,40.0,60.0,0.61,-0.2,-0.2,0.0
M0106673,0.044,5,20.0,60.0,20.0,0.527,0.008,0.131,0.123
M0106677,-0.059,5,20.0,40.0,40.0,0.366,0.03,0.0,0.0
M0106697,0.435,5,60.0,40.0,0.0,0.615,0.093,0.273,0.217
M0106701,0.226,5,60.0,20.0,20.0,0.613,-0.087,0.251,0.123
M0106770,0.27,5,60.0,40.0,0.0,0.609,0.138,0.227,0.123
M0106856,0.157,5,40.0,40.0,20.0,0.718,0.1,0.223,0.123
M0106912,0.063,5,60.0,20.0,20.0,0.503,0.038,-0.02,0.0
M0106918,0.064,5,20.0,60.0,20.0,0.64,0.013,0.163,0.0
M0106965,0.084,5,40.0,40.0,20.0,0.539,0.17,0.14,0.0
M0106977,0.45,5,80.0,20.0,0.0,0.619,0.361,0.204,0.157
M0107034,-0.005,5,0.0,100.0,0.0,0.376,0.04,0.04,0.0
M0107048,0.561,5,100.0,0.0,0.0,0.641,0.0,0.551,0.101
M0107050,0.272,5,60.0,40.0,0.0,0.517,0.044,0.214,0.101
M0107076,-0.01,5,40.0,40.0,20.0,0.488,0.082,-0.071,0.078
M0107120,0.52,5,80.0,0.0,20.0,0.692,0.1,0.474,0.224
M0107131,0.176,5,20.0,80.0,0.0,0.468,0.027,0.177,0.0
M0107144,0.17,5,60.0,20.0,20.0,0.551,0.141,0.1,0.0
M0107206,0.041,5,20.0,80.0,0.0,0.361,0.046,0.019,0.0
M0107207,0.384,5,80.0,0.0,20.0,0.763,0.193,0.227,0.217
M0107211,0.392,5,60.0,40.0,0.0,0.709,0.1,0.324,0.224
M0107254,-0.576,5,0.0,20.0,80.0,0.641,-0.1,-0.345,0.0
M0107286,0.132,5,40.0,60.0,0.0,0.427,0.015,0.215,0.0
M0107290,0.658,5,100.0,0.0,0.0,0.77,0.227,0.6,0.123
M0107302,-0.071,5,20.0,40.0,40.0,0.555,0.131,0.033,0.0
M0107362,0.2,5,40.0,40.0,20.0,0.585,0.0,0.176,0.101
M0107387,-0.146,5,20.0,40.0,40.0,0.515,0.013,-0.12,0.0
M0107473,-0.099,5,20.0,40.0,40.0,0.588,0.0,0.0,0.0
M0107507,0.244,5,40.0,40.0,20.0,0.629,0.004,0.277,0.123
M0107554,0.422,5,100.0,0.0,0.0,0.71,0.151,0.317,0.123
M0107614,0.311,5,60.0,20.0,20.0,0.562,0.093,0.201,0.194
M0107616,0.323,5,60.0,40.0,0.0,0.569,0.097,0.205,0.194
M0107653,0.345,5,60.0,40.0,0.0,0.547,0.207,0.213,0.093
M0107659,0.278,5,60.0,40.0,0.0,0.469,0.031,0.205,0.101
M0107665,-0.102,5,20.0,40.0,40.0,0.481,0.092,0.013,0.078
M0107688,0.23,5,60.0,40.0,0.0,0.493,0.043,0.18,0.078
M0107692,0.153,5,40.0,60.0,0.0,0.433,0.064,0.004,0.144
M0107756,0.277,5,60.0,20.0,20.0,0.748,-0.007,0.147,0.34
M0107798,0.144,5,40.0,60.0,0.0,0.478,0.055,0.128,0.0
M0107808,0.237,5,40.0,60.0,0.0,0.456,0.2,0.013,0.187
M0107818,0.188,5,60.0,20.0,20.0,0.534,0.134,0.17,0.0
M0107822,0.503,5,80.0,20.0,0.0,0.678,0.127,0.5,0.123
M0107943,-0.008,5,40.0,20.0,40.0,0.529,0.061,0.125,0.0
M0107969,-0.108,5,40.0,20.0,40.0,0.516,0.024,0.024,0.0
M0107977,0.124,5,40.0,40.0,20.0,0.612,0.138,0.1,0.0
